reviews	PR
this was a gift for mom. she enjoys that it's easy to use and has good picture and sound quality. the price was also great	20in Monitor
was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.	Google Phone
the amazon fire is simply amazing i would not buy anything else.	Bose SoundSport Headphones
didn't want to go to the sites amazon wanted me to.	Lightning Charging Cable
we bought this for our three daughters! got a kid proof case and added free time for a low monthly fee and couldn't be happier! so much better than worrying about them breaking my phone or ipad!	AAA Batteries (4-pack)
i love my kindle. i won't be without one. i've even bought an extra one, just in case. i believe it's the best tablet on the market.	Google Phone
bought one to replace the smaller non hd version. lot faster and picture is noticeably better. would recommend for anyone not wanting to spend the extra 50 or so on the big names.	27in 4K Gaming Monitor
could not have asked for a better tablet for the money. i wasn't looking for anything extreme. just wanted it to look nice and do it's job for games and browsing. well it does that and more. gave it to our son for christmas and now i want one myself. we are going to buy another for my mother in law. lightweight, simple layout. snappy. can't go wrong.	Wired Headphones
it was a perfect gift for my godson. he loved it! definitely would recommend this product.	Lightning Charging Cable
i can do a lot of things on my kindle i used to rely on the computer for.	Wired Headphones
excellent resource for children video streaming by wifi using mobile hotspot with kids.	Bose SoundSport Headphones
the kindle fire tablets are great for the price. they have solid performance in battery life and processing power. the only downside is that the operating system is a different variation of android, so there could be some incompatibilities.	Google Phone
best choice under 100 in marketamazon is the best!	Bose SoundSport Headphones
i really didnt expect how its going to work.but its very good.gifted to my friend	Wired Headphones
bought this as a gift for my mom and this was to replace her original kindle fire. she's have had a month now and is loving and no problems with it.	iPhone
this was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tabletsize a few yrs earlier. loved the securityparental control options.starfall a favorite educational app were told is a must have. really enjoy picsviber due to their in a different state. also some games on a time limit. size and resolution are perfect.	Wired Headphones
this is the best device i have found for my ebooks. i know it can be used for a lot more, but it is my library in my hand.	Lightning Charging Cable
i bought this tablet to be pretty much exclusively an ereader. it's actually cheaper than most of the kindles. for that limited use, it works fine. i don't think i would want to use it as a general purpose table too slow!. makes a fine ereader though. as for recommending this to a friend, i would, but would make sure they knew what i use it for.	Vareebadd Phone
i bought this as a christmas present for my sister and she loves it. it's easy to use, lightweight and doesn't seem to have a lot of bugs or glitches. it's a good source of entertainment for when she's at work but has downtime. she passes the time reading ebooks, browsing the web and playing games.	AA Batteries (4-pack)
