reviews	PR
The tablet works fine. It is responsive with good resolution. It is too tied to Amazon. It requires too many hoops to get apps such as Zinio to work. Until Amazon loosens its grip, I recommend only at a very good price.	USB-C Charging Cable
A Great value for the money you can save instead of a Ipad from Apple.	Bose SoundSport Headphones
Fun and reliable. Good quality for the money. Easy to use.	Apple Airpods Headphones
Great for reading - nice image, easy on the eyes and lightweight.	34in Ultrawide Monitor
Bought this for my 10 year old daughter for Christmas! She LOVES it!!! A great alternative to a pricey iPad Mini!!! She uses it for watching Netflix, YouTube and we use it for homeschool. We are very happy with our purchase!!!	27in FHD Monitor
I got this tablet on sale for my wife and she loves it	Lightning Charging Cable
So far so good with the kindle fire hd. still need to play with it to see how to maximize our use.	iPhone
We love Kindle Fire, we purchase it for an older couple and it's easy to work.	Lightning Charging Cable
The Amazon Fire is a great tablet with awesome graphics. I use it mainly for surfing the web and have had no issues with it.	Apple Airpods Headphones
Purchased for my nephew for Christmas. Used it everyday. Very good product and screen size is perfect for him.	Apple Airpods Headphones
Great tablet for the price. My granddaughter loves how user friendly it is.	AAA Batteries (4-pack)
got this for my nieces aged 6-13 they loved it and so did their parents really keeps them occupied	Bose SoundSport Headphones
This was a gift for mom. She enjoys that it's easy to use and has good picture and sound quality. The price was also great	20in Monitor
Was wanting a bigger screen, which it is, trying to get use to different applications, so far seems easy.	Google Phone
The Amazon fire is simply amazing I would not buy anything else.	Bose SoundSport Headphones
Didn't want to go to the sites amazon wanted me to.	Lightning Charging Cable
We bought this for our three daughters! Got a kid proof case and added free time for a low monthly fee and couldn't be happier! So much better than worrying about them breaking my phone or iPad!	AAA Batteries (4-pack)
I love my Kindle. I won't be without one. I've even bought an extra one, just in case. I believe it's the best tablet on the market.	Google Phone
Bought one to replace the smaller (non HD) version. Lot faster and picture is noticeably better. Would recommend for anyone not wanting to spend the extra $50 or so on the big names.	27in 4K Gaming Monitor
Could not have asked for a better tablet for the money. I wasn't looking for anything extreme. Just wanted it to look nice and do it's job for games and browsing. Well it does that and more. Gave it to our son for Christmas and now I want one myself. We are going to buy another for my mother in law. Lightweight, simple layout. Snappy. Can't go wrong.	Wired Headphones
It was a perfect gift for my godson. He loved it! Definitely would recommend this product.	Lightning Charging Cable
I can do a lot of things on my Kindle I used to rely on the computer for.	Wired Headphones
Excellent resource for children video streaming by Wifi using mobile hotspot with kids.	Bose SoundSport Headphones
The kindle fire tablets are great for the price. They have solid performance in battery life and processing power. The only downside is that the Operating System is a different variation of Android, so there could be some incompatibilities.	Google Phone
best choice under 100$ in marketamazon is the best!!!	Bose SoundSport Headphones
I really didnt expect how its going to work.but its very good.gifted to my friend	Wired Headphones
Bought this as a gift for my mom and this was to replace her original Kindle Fire. She's have had a month now and is loving and no problems with it.	iPhone
This was a request from our 7 yr old granddaugter who had always asked her older sister if she could share hers due to we bought this same tablet/size a few yrs earlier. Loved the security/parental control options.Starfall a favorite educational app were told is a must have. Really enjoy Pics/Viber due to their in a different state. Also some games on a time limit. Size and resolution are perfect.	Wired Headphones
This is the best device I have found for my e-books. I know it can be used for a lot more, but it is my library in my hand.	Lightning Charging Cable
I bought this tablet to be pretty much exclusively an e-reader. It's actually cheaper than most of the kindles. For that limited use, it works fine. I don't think I would want to use it as a general purpose table (too slow!). Makes a fine e-reader though. As for recommending this to a friend, I would, but would make sure they knew what I use it for.	Vareebadd Phone
